Player,Age,Pos,Comp,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,FK,TotDist,PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,pass13,PPA,CrsPA,Prog,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past_VD,Press_Succ,P_D3,P_M3,P_A3,Sh_Blk,ShSv,Pass_Blk,Clr,Err,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Miscon,Dispos,Fls,PKwon,PKcon,Recov,AD_Won,AD_Lost,Game,overall
Sam Field,19.0,MF,Premier League,10,7,537,1,0,0,0,3,0,4.0,1.0,0.0,2182.0,695.0,3.0,7.0,90.0,122.0,24.0,45.0,4.0,12.0,7.0,1.0,19.0,8.0,8.0,3.0,3.0,1.0,6.0,36.0,58.0,80.0,14.0,1.0,0.0,9.0,5.0,0.0,8.0,57.0,119.0,79.0,9.0,234.0,6.0,9.0,6.0,1.0,147.0,793.0,273.0,154.0,127.0,3.0,14.0,11,0.0,0.0,56.0,5.0,6.0,FIFA 19,67
Sam McQueen,22.0,DF,Premier League,7,1,148,0,0,0,0,0,0,1.0,0.0,0.0,724.0,293.0,2.0,5.0,49.0,62.0,4.0,11.0,3.0,4.0,1.0,0.0,10.0,3.0,5.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,28.0,48.0,29.0,5.0,86.0,2.0,3.0,2.0,0.0,56.0,448.0,292.0,59.0,53.0,2.0,3.0,0,0.0,0.0,19.0,0.0,1.0,FIFA 19,66
Sam Vokes,27.0,FW,Premier League,30,7,998,4,1,0,0,3,0,36.0,9.0,0.0,1925.0,501.0,4.0,15.0,126.0,219.0,11.0,31.0,7.0,9.0,1.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,6.0,28.0,11.0,56.0,65.0,4.0,0.0,14.0,11.0,1.0,15.0,31.0,161.0,226.0,63.0,390.0,2.0,3.0,3.0,0.0,128.0,574.0,188.0,478.0,293.0,28.0,21.0,20,0.0,0.0,41.0,69.0,46.0,FIFA 19,76
Sami Khedira,30.0,MF,Serie A,26,24,1912,9,2,0,0,1,0,33.0,18.0,0.0,15128.0,2918.0,17.0,43.0,698.0,769.0,142.0,170.0,15.0,58.0,4.0,0.0,53.0,8.0,1.0,10.0,2.0,3.0,20.0,83.0,108.0,182.0,79.0,3.0,0.0,30.0,14.0,0.0,28.0,203.0,715.0,292.0,47.0,1108.0,7.0,13.0,9.0,1.0,795.0,3805.0,1644.0,987.0,869.0,16.0,14.0,13,0.0,0.0,136.0,11.0,9.0,FIFA 19,85
Samuel Armenteros,27.0,FW,Serie A,9,5,429,1,0,0,0,1,0,5.0,2.0,0.0,912.0,128.0,1.0,1.0,62.0,77.0,3.0,6.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,3.0,20.0,8.0,64.0,42.0,0.0,0.0,3.0,4.0,0.0,4.0,16.0,80.0,54.0,13.0,125.0,9.0,10.0,9.0,0.0,90.0,362.0,110.0,208.0,95.0,23.0,6.0,9,0.0,0.0,9.0,8.0,17.0,FIFA 19,73
Samuel Bastien,20.0,MF,Serie A,21,15,1355,1,0,0,0,3,2,15.0,5.0,0.0,7184.0,1405.0,7.0,18.0,321.0,367.0,75.0,102.0,7.0,26.0,8.0,2.0,30.0,17.0,8.0,11.0,4.0,4.0,15.0,86.0,97.0,165.0,79.0,3.0,0.0,25.0,17.0,0.0,26.0,128.0,347.0,214.0,11.0,634.0,9.0,17.0,10.0,0.0,430.0,2728.0,1350.0,489.0,408.0,15.0,25.0,15,0.0,0.0,124.0,16.0,32.0,FIFA 19,72
Samuel Grandsir,20.0,FW,Ligue 1,36,29,2604,3,4,0,0,3,0,47.0,21.0,0.0,10434.0,3212.0,21.0,65.0,550.0,699.0,90.0,185.0,35.0,51.0,32.0,12.0,109.0,30.0,32.0,18.0,7.0,15.0,42.0,138.0,242.0,282.0,122.0,1.0,0.0,34.0,5.0,0.0,27.0,319.0,570.0,663.0,85.0,1369.0,68.0,125.0,74.0,6.0,1098.0,10756.0,6525.0,1253.0,966.0,73.0,75.0,52,0.0,0.0,208.0,4.0,22.0,FIFA 19,74
Samuel Gustafson,22.0,MF,Serie A,4,0,77,0,0,0,0,0,0,0.0,0.0,0.0,375.0,130.0,0.0,0.0,20.0,29.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,9.0,8.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,30.0,8.0,0.0,45.0,2.0,2.0,2.0,0.0,24.0,177.0,78.0,31.0,29.0,2.0,5.0,3,0.0,0.0,10.0,0.0,1.0,FIFA 19,68
Samuel Moutoussamy,20.0,MF,Ligue 1,7,4,431,0,0,0,0,0,0,5.0,1.0,0.0,2181.0,726.0,4.0,5.0,91.0,105.0,25.0,34.0,4.0,15.0,4.0,1.0,24.0,9.0,6.0,6.0,2.0,4.0,2.0,30.0,20.0,34.0,17.0,1.0,0.0,7.0,4.0,0.0,9.0,54.0,101.0,67.0,11.0,197.0,6.0,13.0,7.0,0.0,123.0,828.0,517.0,144.0,113.0,6.0,8.0,4,0.0,0.0,34.0,0.0,2.0,FIFA 19,68
Samuel Souprayen,28.0,DF,Serie A,22,19,1582,0,0,0,0,2,2,5.0,0.0,0.0,11941.0,4503.0,8.0,18.0,561.0,619.0,115.0,201.0,7.0,41.0,10.0,3.0,75.0,19.0,24.0,7.0,1.0,14.0,9.0,73.0,126.0,75.0,17.0,7.0,0.0,22.0,62.0,1.0,86.0,438.0,487.0,139.0,6.0,884.0,10.0,13.0,10.0,1.0,595.0,2963.0,1485.0,587.0,545.0,10.0,12.0,18,0.0,1.0,185.0,21.0,19.0,FIFA 19,70
Samuel Umtiti,23.0,DF,La Liga,25,24,2189,1,0,0,0,7,0,11.0,6.0,0.0,28492.0,9925.0,7.0,21.0,1065.0,1144.0,363.0,426.0,1.0,118.0,1.0,0.0,91.0,26.0,27.0,12.0,1.0,12.0,11.0,85.0,124.0,77.0,10.0,15.0,0.0,15.0,55.0,0.0,214.0,855.0,956.0,78.0,17.0,1747.0,6.0,8.0,6.0,1.0,1318.0,7973.0,4639.0,1272.0,1251.0,7.0,4.0,23,0.0,0.0,248.0,41.0,12.0,FIFA 19,87
Santiago Gentiletti,32.0,DF,Serie A,4,3,291,0,0,0,0,2,0,0.0,0.0,0.0,3999.0,1514.0,0.0,1.0,159.0,172.0,47.0,62.0,0.0,24.0,1.0,0.0,22.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,10.0,5.0,1.0,0.0,0.0,3.0,9.0,2.0,17.0,107.0,149.0,10.0,2.0,239.0,0.0,0.0,0.0,0.0,177.0,905.0,556.0,172.0,170.0,0.0,0.0,8,0.0,0.0,35.0,3.0,2.0,FIFA 19,75
Santy Ngom,24.0,FW,Ligue 1,13,4,466,1,0,0,0,1,0,12.0,5.0,0.0,1560.0,395.0,1.0,7.0,99.0,120.0,11.0,22.0,7.0,10.0,3.0,1.0,10.0,6.0,4.0,4.0,0.0,1.0,9.0,17.0,15.0,39.0,24.0,1.0,0.0,9.0,1.0,0.0,1.0,21.0,114.0,116.0,30.0,234.0,6.0,11.0,7.0,0.0,171.0,955.0,382.0,273.0,180.0,28.0,6.0,18,0.0,0.0,25.0,3.0,9.0,FIFA 19,67
Saphir Taïder,25.0,MF,Serie A,9,3,384,0,1,0,0,0,0,4.0,1.0,0.0,3927.0,837.0,5.0,8.0,132.0,146.0,55.0,63.0,3.0,17.0,2.0,0.0,16.0,4.0,5.0,1.0,0.0,1.0,5.0,24.0,34.0,74.0,12.0,2.0,0.0,1.0,3.0,0.0,12.0,66.0,143.0,66.0,6.0,247.0,2.0,4.0,2.0,0.0,199.0,1092.0,427.0,221.0,197.0,3.0,3.0,5,0.0,0.0,33.0,4.0,1.0,FIFA 19,75
Sauli Väisänen,23.0,DF,Serie A,7,6,541,0,0,0,0,1,0,3.0,0.0,0.0,4760.0,1745.0,1.0,2.0,182.0,200.0,57.0,71.0,1.0,16.0,0.0,0.0,9.0,6.0,6.0,4.0,1.0,4.0,1.0,20.0,49.0,16.0,1.0,5.0,0.0,6.0,28.0,0.0,40.0,186.0,144.0,20.0,7.0,323.0,1.0,1.0,1.0,0.0,220.0,998.0,661.0,222.0,220.0,3.0,0.0,11,0.0,2.0,44.0,11.0,6.0,FIFA 19,68
Saîf-Eddine Khaoui,22.0,MF,Ligue 1,32,21,1955,5,1,0,1,1,0,59.0,22.0,8.0,7579.0,3216.0,16.0,40.0,371.0,484.0,78.0,189.0,30.0,45.0,18.0,2.0,90.0,22.0,9.0,16.0,6.0,6.0,29.0,108.0,78.0,250.0,122.0,2.0,0.0,14.0,7.0,0.0,10.0,192.0,421.0,477.0,57.0,887.0,48.0,86.0,53.0,4.0,668.0,4553.0,2618.0,789.0,623.0,54.0,30.0,40,0.0,0.0,145.0,4.0,5.0,FIFA 19,72
Scott Arfield,28.0,FW,Premier League,18,15,1333,2,1,0,0,3,0,16.0,5.0,0.0,4126.0,1055.0,8.0,20.0,225.0,296.0,34.0,66.0,7.0,24.0,7.0,1.0,33.0,20.0,17.0,11.0,2.0,14.0,22.0,97.0,145.0,173.0,79.0,1.0,0.0,30.0,12.0,0.0,25.0,120.0,226.0,217.0,26.0,521.0,12.0,31.0,16.0,1.0,315.0,2044.0,913.0,390.0,298.0,22.0,14.0,21,0.0,0.0,130.0,5.0,19.0,FIFA 19,73
Scott Dann,30.0,DF,Premier League,17,16,1435,1,0,0,0,4,0,19.0,4.0,0.0,9950.0,3700.0,10.0,18.0,272.0,316.0,166.0,244.0,5.0,43.0,3.0,0.0,42.0,4.0,10.0,1.0,0.0,7.0,9.0,25.0,50.0,21.0,7.0,11.0,0.0,11.0,73.0,0.0,102.0,408.0,312.0,60.0,30.0,715.0,6.0,6.0,6.0,0.0,375.0,2300.0,1287.0,391.0,368.0,4.0,2.0,12,0.0,1.0,190.0,33.0,16.0,FIFA 19,76
Scott Malone,26.0,DF,Premier League,22,12,1119,0,1,0,0,3,0,9.0,2.0,0.0,8825.0,3702.0,8.0,32.0,349.0,454.0,102.0,185.0,10.0,33.0,12.0,4.0,70.0,22.0,26.0,9.0,3.0,12.0,6.0,43.0,80.0,50.0,21.0,1.0,0.0,23.0,37.0,0.0,43.0,297.0,282.0,301.0,22.0,688.0,15.0,29.0,18.0,1.0,421.0,3261.0,1935.0,416.0,395.0,14.0,10.0,19,0.0,1.0,144.0,5.0,8.0,FIFA 19,71
Scott McTominay,20.0,MF,Premier League,13,7,634,0,0,0,0,2,0,3.0,0.0,0.0,5588.0,1492.0,8.0,12.0,235.0,257.0,63.0,78.0,2.0,35.0,2.0,1.0,36.0,11.0,4.0,3.0,4.0,4.0,7.0,23.0,42.0,60.0,11.0,1.0,0.0,7.0,8.0,0.0,9.0,82.0,268.0,91.0,5.0,413.0,3.0,4.0,3.0,0.0,312.0,1985.0,857.0,322.0,299.0,5.0,7.0,7,0.0,0.0,60.0,6.0,6.0,FIFA 19,71
Sead Kolašinac,24.0,DF,Premier League,27,25,2147,2,4,0,0,3,0,21.0,6.0,0.0,18804.0,6890.0,27.0,70.0,976.0,1159.0,149.0,223.0,19.0,79.0,20.0,7.0,145.0,30.0,30.0,17.0,6.0,15.0,23.0,80.0,144.0,87.0,37.0,4.0,0.0,18.0,46.0,1.0,59.0,450.0,692.0,619.0,95.0,1500.0,10.0,19.0,14.0,0.0,1047.0,5276.0,3341.0,1171.0,1080.0,23.0,15.0,32,0.0,0.0,225.0,32.0,13.0,FIFA 19,80
Sebastian Jung,27.0,DF,Bundesliga,2,1,78,0,0,0,0,1,0,0.0,0.0,0.0,338.0,222.0,0.0,1.0,15.0,19.0,3.0,7.0,0.0,2.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,1.0,6.0,0.0,8.0,22.0,12.0,9.0,0.0,36.0,0.0,1.0,0.0,0.0,23.0,136.0,54.0,23.0,22.0,2.0,2.0,1,0.0,0.0,6.0,0.0,0.0,FIFA 19,72
Sebastian Maier,23.0,MF,Bundesliga,10,2,265,0,0,0,0,0,0,6.0,2.0,0.0,1724.0,616.0,6.0,9.0,60.0,80.0,23.0,43.0,3.0,7.0,4.0,1.0,18.0,5.0,4.0,3.0,0.0,2.0,8.0,25.0,26.0,47.0,15.0,1.0,0.0,8.0,4.0,0.0,2.0,33.0,94.0,60.0,3.0,161.0,2.0,6.0,3.0,0.0,97.0,603.0,379.0,107.0,88.0,4.0,4.0,5,0.0,1.0,42.0,3.0,5.0,FIFA 19,68
Sebastian Prödl,30.0,DF,Premier League,21,17,1570,0,0,0,0,5,0,9.0,1.0,0.0,9942.0,3598.0,5.0,12.0,273.0,336.0,154.0,225.0,1.0,39.0,2.0,0.0,39.0,11.0,16.0,4.0,0.0,7.0,10.0,41.0,62.0,34.0,0.0,9.0,0.0,26.0,89.0,1.0,106.0,450.0,295.0,31.0,13.0,731.0,0.0,0.0,0.0,0.0,340.0,1786.0,874.0,366.0,352.0,2.0,1.0,21,0.0,0.0,189.0,22.0,14.0,FIFA 19,75
Sebastian Rudy,27.0,MF,Bundesliga,25,16,1515,1,4,0,0,2,0,19.0,6.0,1.0,17060.0,3961.0,10.0,24.0,727.0,788.0,191.0,250.0,18.0,93.0,10.0,0.0,80.0,27.0,14.0,21.0,7.0,13.0,27.0,109.0,59.0,185.0,55.0,1.0,0.0,21.0,10.0,0.0,19.0,190.0,779.0,308.0,16.0,1168.0,11.0,13.0,11.0,0.0,895.0,4007.0,1848.0,937.0,880.0,21.0,13.0,21,0.0,0.0,167.0,9.0,16.0,FIFA 19,81
Sebastián Cristóforo,23.0,MF,Serie A,7,3,268,0,0,0,0,1,0,2.0,0.0,1.0,2657.0,752.0,1.0,6.0,134.0,152.0,23.0,38.0,2.0,8.0,1.0,0.0,16.0,12.0,9.0,7.0,1.0,8.0,6.0,25.0,24.0,45.0,17.0,0.0,0.0,8.0,6.0,0.0,14.0,71.0,148.0,42.0,2.0,243.0,2.0,4.0,2.0,0.0,169.0,683.0,301.0,164.0,154.0,5.0,6.0,7,0.0,0.0,49.0,3.0,3.0,FIFA 19,75
Sehrou Guirassy,21.0,FW,Bundesliga,15,8,851,4,0,2,2,2,0,30.0,9.0,0.0,2770.0,622.0,9.0,17.0,162.0,216.0,19.0,29.0,8.0,16.0,4.0,1.0,26.0,4.0,1.0,3.0,0.0,1.0,2.0,33.0,8.0,74.0,53.0,4.0,0.0,9.0,7.0,0.0,10.0,34.0,207.0,197.0,51.0,412.0,5.0,16.0,7.0,1.0,270.0,1353.0,539.0,565.0,333.0,42.0,15.0,19,1.0,1.0,39.0,40.0,40.0,FIFA 19,70
Seko Fofana,22.0,MF,Serie A,27,22,1868,3,0,1,1,4,1,40.0,9.0,0.0,14974.0,3530.0,10.0,20.0,581.0,669.0,185.0,225.0,18.0,75.0,12.0,1.0,66.0,16.0,8.0,9.0,2.0,5.0,19.0,84.0,128.0,183.0,51.0,3.0,0.0,28.0,27.0,0.0,28.0,242.0,752.0,252.0,26.0,1141.0,33.0,52.0,35.0,0.0,901.0,5779.0,3056.0,910.0,815.0,26.0,36.0,28,2.0,0.0,200.0,8.0,11.0,FIFA 19,75
Senna Miangue,20.0,MF,Serie A,11,8,805,0,1,0,0,2,2,3.0,0.0,0.0,4732.0,2304.0,3.0,13.0,208.0,268.0,55.0,126.0,11.0,10.0,14.0,9.0,60.0,6.0,6.0,3.0,0.0,4.0,6.0,32.0,45.0,44.0,13.0,1.0,0.0,10.0,28.0,0.0,26.0,133.0,210.0,165.0,8.0,390.0,11.0,19.0,13.0,1.0,273.0,1657.0,979.0,306.0,271.0,16.0,3.0,14,0.0,0.0,63.0,10.0,9.0,FIFA 19,66
Serge Aurier,24.0,DF,Premier League,17,16,1429,2,2,0,0,2,2,17.0,6.0,0.0,12528.0,4685.0,15.0,45.0,635.0,775.0,108.0,193.0,14.0,41.0,24.0,7.0,104.0,31.0,26.0,18.0,6.0,16.0,22.0,87.0,105.0,92.0,39.0,1.0,0.0,32.0,31.0,0.0,36.0,295.0,524.0,481.0,37.0,1064.0,19.0,28.0,20.0,0.0,731.0,3807.0,1918.0,784.0,699.0,18.0,16.0,21,0.0,1.0,196.0,36.0,21.0,FIFA 19,81
Serge Gakpé,30.0,FW,Ligue 1,29,23,1853,3,1,0,0,1,0,33.0,14.0,0.0,5546.0,2106.0,10.0,44.0,295.0,383.0,42.0,79.0,13.0,34.0,7.0,0.0,55.0,7.0,8.0,3.0,0.0,2.0,19.0,58.0,57.0,99.0,44.0,3.0,0.0,26.0,8.0,0.0,21.0,140.0,331.0,281.0,56.0,687.0,10.0,24.0,10.0,0.0,499.0,3582.0,2012.0,657.0,492.0,40.0,22.0,18,0.0,0.0,114.0,7.0,19.0,FIFA 19,72
Serge Gnabry,22.0,FW,Bundesliga,22,20,1507,10,5,0,1,0,0,48.0,20.0,0.0,6392.0,1920.0,8.0,29.0,346.0,424.0,50.0,84.0,22.0,21.0,26.0,6.0,70.0,23.0,8.0,18.0,4.0,9.0,13.0,95.0,54.0,187.0,101.0,4.0,0.0,19.0,6.0,2.0,12.0,96.0,370.0,373.0,103.0,715.0,53.0,90.0,57.0,3.0,582.0,4416.0,2879.0,787.0,531.0,42.0,29.0,20,2.0,0.0,106.0,10.0,28.0,FIFA 19,82
Sergio Agüero,29.0,FW,Premier League,25,22,1963,21,6,4,4,2,0,92.0,38.0,1.0,6771.0,1148.0,24.0,56.0,474.0,550.0,32.0,41.0,37.0,20.0,27.0,1.0,45.0,5.0,2.0,5.0,1.0,1.0,9.0,70.0,13.0,86.0,163.0,2.0,0.0,12.0,4.0,0.0,9.0,45.0,322.0,628.0,178.0,899.0,31.0,51.0,42.0,0.0,669.0,5031.0,2639.0,1123.0,743.0,49.0,56.0,10,0.0,0.0,90.0,6.0,15.0,FIFA 19,89
Sergio Araujo,25.0,FW,La Liga,2,0,40,0,0,0,0,0,0,2.0,0.0,0.0,334.0,62.0,0.0,1.0,18.0,18.0,2.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,15.0,2.0,26.0,3.0,3.0,3.0,0.0,23.0,100.0,42.0,28.0,20.0,0.0,1.0,1,0.0,0.0,2.0,0.0,0.0,FIFA 19,74
Sergio Córdova,19.0,FW,Bundesliga,26,3,586,2,1,0,0,3,0,16.0,7.0,0.0,1560.0,300.0,2.0,7.0,98.0,122.0,11.0,21.0,9.0,9.0,4.0,1.0,10.0,4.0,0.0,5.0,1.0,1.0,6.0,37.0,11.0,68.0,60.0,3.0,0.0,5.0,5.0,0.0,6.0,21.0,121.0,133.0,29.0,246.0,8.0,15.0,10.0,0.0,188.0,1300.0,692.0,327.0,186.0,25.0,17.0,21,0.0,0.0,30.0,13.0,29.0,FIFA 19,67
Sergio Floccari,35.0,FW,Serie A,20,9,883,3,0,0,0,0,0,22.0,6.0,0.0,3101.0,452.0,6.0,16.0,163.0,202.0,28.0,40.0,6.0,12.0,5.0,1.0,12.0,15.0,10.0,6.0,1.0,5.0,7.0,46.0,24.0,73.0,53.0,2.0,0.0,5.0,7.0,0.0,6.0,42.0,199.0,185.0,40.0,388.0,16.0,24.0,17.0,2.0,301.0,1740.0,637.0,455.0,302.0,28.0,31.0,13,1.0,0.0,42.0,22.0,51.0,FIFA 19,74
Sergio Pellissier,38.0,FW,Serie A,19,2,560,1,0,0,0,1,0,10.0,1.0,0.0,1194.0,148.0,1.0,3.0,81.0,107.0,7.0,13.0,8.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,4.0,17.0,3.0,39.0,28.0,0.0,0.0,6.0,2.0,0.0,1.0,15.0,71.0,99.0,36.0,173.0,1.0,3.0,2.0,0.0,107.0,464.0,200.0,236.0,138.0,14.0,7.0,5,0.0,0.0,18.0,16.0,24.0,FIFA 19,72
Shane Duffy,25.0,DF,Premier League,37,37,3292,0,1,0,0,8,0,31.0,4.0,0.0,26206.0,7777.0,6.0,33.0,615.0,730.0,440.0,638.0,6.0,39.0,2.0,2.0,39.0,21.0,28.0,10.0,0.0,7.0,15.0,32.0,90.0,25.0,3.0,56.0,4.0,23.0,248.0,7.0,395.0,1322.0,529.0,90.0,64.0,1827.0,7.0,8.0,8.0,0.0,841.0,4798.0,2296.0,937.0,905.0,9.0,4.0,33,1.0,1.0,461.0,119.0,46.0,FIFA 19,76
Shane Long,30.0,FW,Premier League,30,15,1582,2,1,0,0,6,0,33.0,13.0,0.0,3923.0,646.0,11.0,36.0,228.0,319.0,30.0,63.0,19.0,15.0,7.0,4.0,24.0,10.0,3.0,12.0,3.0,1.0,17.0,75.0,18.0,132.0,119.0,6.0,0.0,12.0,25.0,0.0,27.0,61.0,235.0,367.0,86.0,616.0,6.0,12.0,6.0,1.0,347.0,2048.0,889.0,829.0,432.0,46.0,25.0,34,1.0,0.0,89.0,33.0,53.0,FIFA 19,74
Shawn Parker,24.0,DF,Bundesliga,2,0,46,0,0,0,0,0,0,0.0,0.0,0.0,122.0,30.0,0.0,0.0,3.0,6.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,9.0,1.0,19.0,0.0,0.0,0.0,0.0,12.0,21.0,11.0,19.0,12.0,2.0,3.0,1,0.0,0.0,2.0,0.0,0.0,FIFA 19,68
Shinji Kagawa,28.0,MF,Bundesliga,19,12,1166,5,2,0,0,0,0,24.0,9.0,0.0,11258.0,2582.0,13.0,22.0,518.0,572.0,114.0,168.0,22.0,70.0,22.0,0.0,70.0,18.0,10.0,11.0,8.0,13.0,13.0,69.0,52.0,123.0,70.0,2.0,0.0,6.0,9.0,0.0,9.0,81.0,548.0,342.0,51.0,847.0,10.0,16.0,10.0,0.0,685.0,4016.0,1948.0,808.0,697.0,25.0,19.0,9,1.0,0.0,91.0,1.0,11.0,FIFA 19,83
Shinji Okazaki,31.0,MF,Premier League,27,17,1324,6,2,0,0,2,0,27.0,14.0,0.0,3635.0,970.0,13.0,24.0,236.0,310.0,17.0,36.0,15.0,19.0,5.0,0.0,28.0,19.0,7.0,14.0,5.0,1.0,12.0,98.0,75.0,173.0,107.0,3.0,0.0,25.0,3.0,0.0,6.0,89.0,278.0,248.0,48.0,558.0,15.0,30.0,17.0,0.0,350.0,1983.0,1016.0,644.0,394.0,29.0,34.0,20,0.0,0.0,74.0,16.0,36.0,FIFA 19,76
Shkodran Mustafi,25.0,DF,Premier League,27,25,2273,3,1,0,0,6,0,17.0,6.0,0.0,32740.0,10946.0,10.0,21.0,971.0,1083.0,495.0,648.0,5.0,118.0,7.0,2.0,75.0,31.0,43.0,13.0,4.0,20.0,24.0,97.0,147.0,77.0,11.0,15.0,0.0,15.0,138.0,5.0,215.0,1042.0,1007.0,102.0,26.0,2015.0,1.0,2.0,1.0,0.0,1279.0,7352.0,3219.0,1292.0,1268.0,5.0,3.0,26,0.0,0.0,381.0,74.0,45.0,FIFA 19,82
Silvan Widmer,24.0,DF,Serie A,24,18,1625,3,2,0,0,2,0,11.0,3.0,0.0,12701.0,5235.0,7.0,25.0,547.0,668.0,132.0,269.0,18.0,46.0,22.0,13.0,133.0,28.0,29.0,17.0,2.0,19.0,24.0,92.0,150.0,108.0,40.0,4.0,0.0,27.0,54.0,0.0,66.0,342.0,560.0,331.0,30.0,1004.0,10.0,22.0,10.0,0.0,659.0,3536.0,1967.0,765.0,675.0,13.0,16.0,11,0.0,0.0,150.0,33.0,22.0,FIFA 19,76
Simon Asta,16.0,MF,Bundesliga,1,0,11,0,0,0,0,0,0,0.0,0.0,0.0,103.0,38.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,20.0,8.0,7.0,5.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,FIFA 19,60
Simon Francis,32.0,DF,Premier League,32,31,2705,0,1,0,0,9,2,13.0,1.0,0.0,27326.0,11672.0,13.0,58.0,920.0,1113.0,363.0,639.0,25.0,97.0,27.0,15.0,160.0,29.0,27.0,15.0,5.0,16.0,23.0,85.0,156.0,101.0,31.0,19.0,0.0,38.0,159.0,0.0,213.0,999.0,900.0,361.0,33.0,1953.0,11.0,20.0,12.0,1.0,1135.0,6663.0,3302.0,1225.0,1151.0,9.0,4.0,24,0.0,0.0,426.0,99.0,52.0,FIFA 19,75
Simon Kjær,28.0,DF,La Liga,20,18,1571,2,1,0,0,3,0,8.0,2.0,0.0,13816.0,4833.0,4.0,8.0,469.0,531.0,181.0,253.0,1.0,38.0,2.0,0.0,34.0,12.0,16.0,8.0,2.0,8.0,9.0,42.0,80.0,39.0,2.0,12.0,0.0,14.0,72.0,0.0,127.0,542.0,437.0,25.0,18.0,942.0,1.0,1.0,1.0,0.0,573.0,2722.0,1202.0,559.0,545.0,2.0,2.0,16,0.0,0.0,209.0,17.0,8.0,FIFA 19,79
Simon Terodde,29.0,FW,Bundesliga,30,24,2115,7,1,1,2,4,0,45.0,15.0,0.0,5079.0,974.0,10.0,31.0,295.0,419.0,32.0,58.0,22.0,32.0,5.0,1.0,34.0,9.0,3.0,12.0,0.0,3.0,10.0,110.0,20.0,197.0,191.0,6.0,0.0,9.0,13.0,0.0,18.0,41.0,364.0,365.0,127.0,703.0,7.0,16.0,7.0,0.0,390.0,1752.0,649.0,1203.0,546.0,66.0,27.0,74,2.0,0.0,88.0,80.0,137.0,FIFA 19,76
Simon Zoller,26.0,MF,Bundesliga,17,12,963,2,1,0,0,3,0,12.0,4.0,0.0,3590.0,1073.0,3.0,18.0,181.0,236.0,35.0,56.0,13.0,15.0,8.0,3.0,28.0,4.0,2.0,3.0,2.0,3.0,6.0,47.0,37.0,93.0,72.0,0.0,0.0,7.0,12.0,0.0,8.0,59.0,189.0,186.0,34.0,385.0,9.0,17.0,11.0,0.0,275.0,1700.0,917.0,417.0,274.0,20.0,6.0,15,0.0,0.0,68.0,16.0,21.0,FIFA 19,73
Simone Edera,20.0,FW,Serie A,14,2,327,1,1,0,0,0,0,8.0,5.0,0.0,1141.0,239.0,1.0,7.0,71.0,85.0,8.0,14.0,3.0,4.0,4.0,0.0,9.0,5.0,4.0,2.0,0.0,3.0,8.0,23.0,27.0,47.0,31.0,0.0,0.0,2.0,2.0,0.0,2.0,30.0,79.0,82.0,16.0,169.0,7.0,16.0,7.0,0.0,131.0,946.0,581.0,171.0,125.0,10.0,14.0,10,0.0,0.0,19.0,2.0,1.0,FIFA 19,67
Simone Lo Faso,19.0,FW,Serie A,2,0,36,0,0,0,0,0,0,2.0,0.0,0.0,480.0,36.0,1.0,2.0,22.0,23.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,25.0,0.0,43.0,4.0,7.0,5.0,1.0,39.0,182.0,78.0,42.0,37.0,1.0,2.0,0,0.0,0.0,4.0,0.0,0.0,FIFA 19,65
